Entity,Code,Year,Fossil fuels (TWh growth – sub method)
Ireland,IRL,1985,4.234
Ireland,IRL,1986,7.724
Ireland,IRL,1987,1.904
Ireland,IRL,1988,-1.07
Ireland,IRL,1989,3.789
Ireland,IRL,1990,5.564
Ireland,IRL,1991,4.061
Ireland,IRL,1992,0.62
Ireland,IRL,1993,2.777
Ireland,IRL,1994,4.478
Ireland,IRL,1995,3.142
Ireland,IRL,1996,7.501
Ireland,IRL,1997,5.972
Ireland,IRL,1998,10.01
Ireland,IRL,1999,9.206
Ireland,IRL,2000,6.471
Ireland,IRL,2001,10.82
Ireland,IRL,2002,-2.202
Ireland,IRL,2003,-4.008
Ireland,IRL,2004,1.652
Ireland,IRL,2005,6.574
Ireland,IRL,2006,2.304
Ireland,IRL,2007,4.874
Ireland,IRL,2008,-3.34
Ireland,IRL,2009,-18.695
Ireland,IRL,2010,0.42
Ireland,IRL,2011,-13.527
Ireland,IRL,2012,-1.355
Ireland,IRL,2013,-4.345
Ireland,IRL,2014,-2.401
Ireland,IRL,2015,6.075
Ireland,IRL,2016,7.997
Ireland,IRL,2017,-3.186
Ireland,IRL,2018,0.817
Ireland,IRL,2019,-3.955
Israel,ISR,1966,2.187
Israel,ISR,1967,2.136
Israel,ISR,1968,2.43
Israel,ISR,1969,2.264
Israel,ISR,1970,2.182
Israel,ISR,1971,2.338
Israel,ISR,1972,2.606
Israel,ISR,1973,2.9
Israel,ISR,1974,1.411
Israel,ISR,1975,2.022
Israel,ISR,1976,3.844
Israel,ISR,1977,3.282
Israel,ISR,1978,5.009
Israel,ISR,1979,7.648
Israel,ISR,1980,5.814
Israel,ISR,1981,1.647
Israel,ISR,1982,3.814
Israel,ISR,1983,0.798
Israel,ISR,1984,1.447
Israel,ISR,1985,-2.856
Israel,ISR,1986,5.119
Israel,ISR,1987,11.179
Israel,ISR,1988,8.149
Israel,ISR,1989,4.472
Israel,ISR,1990,4.727
Israel,ISR,1991,4.982
Israel,ISR,1992,12.31
Israel,ISR,1993,8.918
Israel,ISR,1994,15.097
Israel,ISR,1995,20.208
Israel,ISR,1996,10.254
Israel,ISR,1997,-3.842
Israel,ISR,1998,13.858
Israel,ISR,1999,8.476
Israel,ISR,2000,10.319
Israel,ISR,2001,-1.055
Israel,ISR,2002,3.317
Israel,ISR,2003,6.549
Israel,ISR,2004,2.953
Israel,ISR,2005,7.964
Israel,ISR,2006,-0.205
Israel,ISR,2007,13.954
Israel,ISR,2008,4.21
Israel,ISR,2009,-11.673
Israel,ISR,2010,15.399
Israel,ISR,2011,6.148
Israel,ISR,2012,12.014
Israel,ISR,2013,-21.29
Israel,ISR,2014,-5.554
Israel,ISR,2015,13.916
Israel,ISR,2016,3.677
Israel,ISR,2017,13.097
Israel,ISR,2018,0.245
Israel,ISR,2019,8.242
Italy,ITA,1966,73.495
Italy,ITA,1967,89.364
Italy,ITA,1968,88.224
Italy,ITA,1969,96.465
Italy,ITA,1970,128.846
Italy,ITA,1971,77.461
Italy,ITA,1972,65.731
Italy,ITA,1973,80.167
Italy,ITA,1974,-3.324
Italy,ITA,1975,-43.805
Italy,ITA,1976,93.561
Italy,ITA,1977,-28.473
Italy,ITA,1978,54.646
Italy,ITA,1979,57.358
Italy,ITA,1980,-42.472
Italy,ITA,1981,-29.483
Italy,ITA,1982,-40.648
Italy,ITA,1983,-31.407
Italy,ITA,1984,19.043
Italy,ITA,1985,-2.434
Italy,ITA,1986,38.839
Italy,ITA,1987,78.513
Italy,ITA,1988,39.424
Italy,ITA,1989,70.814
Italy,ITA,1990,14.61
Italy,ITA,1991,11.77
Italy,ITA,1992,-1.88
Italy,ITA,1993,-28.353
Italy,ITA,1994,-11.759
Italy,ITA,1995,94.226
Italy,ITA,1996,-10.625
Italy,ITA,1997,26.859
Italy,ITA,1998,50.787
Italy,ITA,1999,49.306
Italy,ITA,2000,30.32
Italy,ITA,2001,2.045
Italy,ITA,2002,0.741
Italy,ITA,2003,72.766
Italy,ITA,2004,17.995
Italy,ITA,2005,18.67
Italy,ITA,2006,-15.573
Italy,ITA,2007,-31.896
Italy,ITA,2008,-62.404
Italy,ITA,2009,-172.844
Italy,ITA,2010,37.417
Italy,ITA,2011,-61.145
Italy,ITA,2012,-78.226
Italy,ITA,2013,-137.401
Italy,ITA,2014,-119.009
Italy,ITA,2015,70.594
Italy,ITA,2016,22.088
Italy,ITA,2017,29.278
Italy,ITA,2018,-15.492
Italy,ITA,2019,-35.554
Japan,JPN,1966,179.017
Japan,JPN,1967,322.978
Japan,JPN,1968,249
Japan,JPN,1969,351.694
Japan,JPN,1970,333.492
Japan,JPN,1971,176.573
Japan,JPN,1972,158.83
Japan,JPN,1973,453.073
Japan,JPN,1974,-56.193
Japan,JPN,1975,-199.357
Japan,JPN,1976,116.048
Japan,JPN,1977,65.983
Japan,JPN,1978,98.545
Japan,JPN,1979,104.108
Japan,JPN,1980,-185.391
Japan,JPN,1981,-71.824
Japan,JPN,1982,-213.7
Japan,JPN,1983,9.716
Japan,JPN,1984,325.121
Japan,JPN,1985,-74.013
Japan,JPN,1986,-7.956
Japan,JPN,1987,39.632
Japan,JPN,1988,284.841
Japan,JPN,1989,126.044
Japan,JPN,1990,170.374
Japan,JPN,1991,66.435
Japan,JPN,1992,81.879
Japan,JPN,1993,-43.829
Japan,JPN,1994,253.2
Japan,JPN,1995,99.999
Japan,JPN,1996,86.68
Japan,JPN,1997,12.535
Japan,JPN,1998,-153.787
Japan,JPN,1999,142.831
Japan,JPN,2000,60.635
Japan,JPN,2001,-48.512
Japan,JPN,2002,5.733
Japan,JPN,2003,175.971
Japan,JPN,2004,-73.828
Japan,JPN,2005,121.712
Japan,JPN,2006,-73.069
Japan,JPN,2007,45.417
Japan,JPN,2008,-6.682
Japan,JPN,2009,-575.105
Japan,JPN,2010,263.201
Japan,JPN,2011,57.118
Japan,JPN,2012,344.585
Japan,JPN,2013,-62.148
Japan,JPN,2014,-136.074
Japan,JPN,2015,-136.877
Japan,JPN,2016,-90.374
Japan,JPN,2017,-6.499
Japan,JPN,2018,-102.319
Japan,JPN,2019,-127.891
Kazakhstan,KAZ,1986,19.491
Kazakhstan,KAZ,1987,15.535
Kazakhstan,KAZ,1988,26.638
Kazakhstan,KAZ,1989,-14.638
Kazakhstan,KAZ,1990,9.999
Kazakhstan,KAZ,1991,-1.927
Kazakhstan,KAZ,1992,-9.861
Kazakhstan,KAZ,1993,-101.528
Kazakhstan,KAZ,1994,-86.128
Kazakhstan,KAZ,1995,-64.345
Kazakhstan,KAZ,1996,-74.582
Kazakhstan,KAZ,1997,-59.766
Kazakhstan,KAZ,1998,-24.915
Kazakhstan,KAZ,1999,-25.765
Kazakhstan,KAZ,2000,-36.856
Kazakhstan,KAZ,2001,45.487
Kazakhstan,KAZ,2002,7.844
Kazakhstan,KAZ,2003,44.479
Kazakhstan,KAZ,2004,30.404
Kazakhstan,KAZ,2005,25.914
Kazakhstan,KAZ,2006,30.472
Kazakhstan,KAZ,2007,62.67
Kazakhstan,KAZ,2008,36.067
Kazakhstan,KAZ,2009,-61.168
Kazakhstan,KAZ,2010,43.367
Kazakhstan,KAZ,2011,65.207
Kazakhstan,KAZ,2012,26.326
Kazakhstan,KAZ,2013,8.867
Kazakhstan,KAZ,2014,9.64
Kazakhstan,KAZ,2015,-12.122
Kazakhstan,KAZ,2016,5.49
Kazakhstan,KAZ,2017,43.565
Kazakhstan,KAZ,2018,84.037
Kazakhstan,KAZ,2019,-14.204
Kuwait,KWT,1966,3.859
Kuwait,KWT,1967,1.679
Kuwait,KWT,1968,4.625
Kuwait,KWT,1969,2.372
Kuwait,KWT,1970,-17.311
Kuwait,KWT,1971,-0.027
Kuwait,KWT,1972,8.55
Kuwait,KWT,1973,-0.182
Kuwait,KWT,1974,-3.364
Kuwait,KWT,1975,-8.227
Kuwait,KWT,1976,13.135
Kuwait,KWT,1977,1.707
Kuwait,KWT,1978,8.33
Kuwait,KWT,1979,20.56
Kuwait,KWT,1980,-28.684
Kuwait,KWT,1981,23.482
Kuwait,KWT,1982,0.022
Kuwait,KWT,1983,11.569
Kuwait,KWT,1984,8.128
Kuwait,KWT,1985,-3.284
Kuwait,KWT,1986,17.203
Kuwait,KWT,1987,-10.007
Kuwait,KWT,1988,18.297
Kuwait,KWT,1989,13.435
Kuwait,KWT,1990,-87.774
Kuwait,KWT,1991,-34.04
Kuwait,KWT,1992,37.173
Kuwait,KWT,1993,28.691
Kuwait,KWT,1994,25.414
Kuwait,KWT,1995,33.917
Kuwait,KWT,1996,-1.664
Kuwait,KWT,1997,6.932
Kuwait,KWT,1998,37.748
Kuwait,KWT,1999,6.668
Kuwait,KWT,2000,9.609
Kuwait,KWT,2001,3.579
Kuwait,KWT,2002,4.326
Kuwait,KWT,2003,41.711
Kuwait,KWT,2004,33.588
Kuwait,KWT,2005,33.517
Kuwait,KWT,2006,-19.086
Kuwait,KWT,2007,-9.328
Kuwait,KWT,2008,27.905
Kuwait,KWT,2009,15.43
Kuwait,KWT,2010,30.475
Kuwait,KWT,2011,1.342
Kuwait,KWT,2012,43.649
Kuwait,KWT,2013,15.999
Kuwait,KWT,2014,-37.519
Kuwait,KWT,2015,35.37
Kuwait,KWT,2016,17.478
Kuwait,KWT,2017,-30.035
Kuwait,KWT,2018,-1.589
Kuwait,KWT,2019,18.056
Latvia,LVA,1986,-7.585
Latvia,LVA,1987,-10.71
Latvia,LVA,1988,-3.001
Latvia,LVA,1989,-1.81
Latvia,LVA,1990,-1.202
Latvia,LVA,1991,-3.176
Latvia,LVA,1992,-20.415
Latvia,LVA,1993,-8.929
Latvia,LVA,1994,-2.801
Latvia,LVA,1995,-1.967
Latvia,LVA,1996,0.079
Latvia,LVA,1997,-2.928
Latvia,LVA,1998,-0.341
Latvia,LVA,1999,-2.258
Latvia,LVA,2000,-1.032
Latvia,LVA,2001,2.925
Latvia,LVA,2002,1.445
Latvia,LVA,2003,-0.035
Latvia,LVA,2004,2.604
Latvia,LVA,2005,0.803
Latvia,LVA,2006,-0.574
Latvia,LVA,2007,1.33
Latvia,LVA,2008,-0.72
Latvia,LVA,2009,-3.337
Latvia,LVA,2010,5.402
Latvia,LVA,2011,-3.737
Latvia,LVA,2012,-1.196
Latvia,LVA,2013,-0.166
Latvia,LVA,2014,-1.494
Latvia,LVA,2015,0.909
Latvia,LVA,2016,1.028
Latvia,LVA,2017,-0.795
Latvia,LVA,2018,0.302
Latvia,LVA,2019,1.579
Lithuania,LTU,1986,-15.079
Lithuania,LTU,1987,9.986
Lithuania,LTU,1988,-1.709
Lithuania,LTU,1989,4.356
Lithuania,LTU,1990,2.148
Lithuania,LTU,1991,11.86
Lithuania,LTU,1992,-75.914
Lithuania,LTU,1993,-21.992
Lithuania,LTU,1994,-1.246
Lithuania,LTU,1995,-1.095
Lithuania,LTU,1996,2.818
Lithuania,LTU,1997,-2.809
Lithuania,LTU,1998,2.511
Lithuania,LTU,1999,-7.397
Lithuania,LTU,2000,-5.926
Lithuania,LTU,2001,5.109
Lithuania,LTU,2002,-1.526
Lithuania,LTU,2003,1.331
Lithuania,LTU,2004,1.916
Lithuania,LTU,2005,3.748
Lithuania,LTU,2006,0.708
Lithuania,LTU,2007,4.57
Lithuania,LTU,2008,-1.005
Lithuania,LTU,2009,-10.368
Lithuania,LTU,2010,4.987
Lithuania,LTU,2011,1.976
Lithuania,LTU,2012,-0.079
Lithuania,LTU,2013,-6.165
Lithuania,LTU,2014,-2.241
Lithuania,LTU,2015,2.241
Lithuania,LTU,2016,0.22
Lithuania,LTU,2017,2.428
Lithuania,LTU,2018,2.252
Lithuania,LTU,2019,-0.958
Luxembourg,LUX,1966,-1.721
Luxembourg,LUX,1967,-0.635
Luxembourg,LUX,1968,3.212
Luxembourg,LUX,1969,3.286
Luxembourg,LUX,1970,1.737
Luxembourg,LUX,1971,-1.726
Luxembourg,LUX,1972,1.404
Luxembourg,LUX,1973,2.861
Luxembourg,LUX,1974,0.707
Luxembourg,LUX,1975,-8.588
Luxembourg,LUX,1976,0.138
Luxembourg,LUX,1977,-2.974
Luxembourg,LUX,1978,1.6
Luxembourg,LUX,1979,1.123
Luxembourg,LUX,1980,-3.314
Luxembourg,LUX,1981,-5.666
Luxembourg,LUX,1982,-2.072
Luxembourg,LUX,1983,-2.029
Luxembourg,LUX,1984,2.237
Luxembourg,LUX,1985,0.895
Luxembourg,LUX,1986,-0.77
Luxembourg,LUX,1987,-1.79
Luxembourg,LUX,1988,0.761
Luxembourg,LUX,1989,4.623
Luxembourg,LUX,1990,2.055
Luxembourg,LUX,1991,2.731
Luxembourg,LUX,1992,0.163
Luxembourg,LUX,1993,0.526
Luxembourg,LUX,1994,-1.616
Luxembourg,LUX,1995,-5.096
Luxembourg,LUX,1996,1.06
Luxembourg,LUX,1997,-0.822
Luxembourg,LUX,1998,-1.29
Luxembourg,LUX,1999,1.934
Luxembourg,LUX,2000,2.199
Luxembourg,LUX,2001,2.673
Luxembourg,LUX,2002,3.766
Luxembourg,LUX,2003,2.151
Luxembourg,LUX,2004,5.919
Luxembourg,LUX,2005,0.735
Luxembourg,LUX,2006,-1.031
Luxembourg,LUX,2007,-2.065
Luxembourg,LUX,2008,-0.409
Luxembourg,LUX,2009,-2.094
Luxembourg,LUX,2010,2.522
Luxembourg,LUX,2011,-1.289
Luxembourg,LUX,2012,-1.059
Luxembourg,LUX,2013,-2.501
Luxembourg,LUX,2014,-1.674
Luxembourg,LUX,2015,-1.467
Luxembourg,LUX,2016,-0.697
Luxembourg,LUX,2017,1.181
Luxembourg,LUX,2018,1.752
Luxembourg,LUX,2019,0.777
Malaysia,MYS,1966,4.535
Malaysia,MYS,1967,0.276
Malaysia,MYS,1968,0.44
Malaysia,MYS,1969,1.067
Malaysia,MYS,1970,3.549
Malaysia,MYS,1971,4.55
Malaysia,MYS,1972,5.552
Malaysia,MYS,1973,3.919
Malaysia,MYS,1974,1.087
Malaysia,MYS,1975,2.124
Malaysia,MYS,1976,6.502
Malaysia,MYS,1977,7.558
Malaysia,MYS,1978,25.884
Malaysia,MYS,1979,21.005
Malaysia,MYS,1980,8.152
Malaysia,MYS,1981,2.841
Malaysia,MYS,1982,10.347
Malaysia,MYS,1983,20.295
Malaysia,MYS,1984,7.431
Malaysia,MYS,1985,-0.907
Malaysia,MYS,1986,20.096
Malaysia,MYS,1987,3.764
Malaysia,MYS,1988,10.235
Malaysia,MYS,1989,26.119
Malaysia,MYS,1990,22.47
Malaysia,MYS,1991,53.109
Malaysia,MYS,1992,25.705
Malaysia,MYS,1993,12.881
Malaysia,MYS,1994,27.656
Malaysia,MYS,1995,16.977
Malaysia,MYS,1996,49.393
Malaysia,MYS,1997,75.799
Malaysia,MYS,1998,-37.294
Malaysia,MYS,1999,55.212
Malaysia,MYS,2000,63.146
Malaysia,MYS,2001,6.93
Malaysia,MYS,2002,45.031
Malaysia,MYS,2003,58.447
Malaysia,MYS,2004,45.492
Malaysia,MYS,2005,49.792
Malaysia,MYS,2006,30.862
Malaysia,MYS,2007,56.715
Malaysia,MYS,2008,27.018
Malaysia,MYS,2009,-27.64
Malaysia,MYS,2010,29.425
Malaysia,MYS,2011,27.685
Malaysia,MYS,2012,67.977
Malaysia,MYS,2013,41.5
Malaysia,MYS,2014,6.515
Malaysia,MYS,2015,13.174
Malaysia,MYS,2016,43.7
Malaysia,MYS,2017,1.22
Malaysia,MYS,2018,-17.308
Malaysia,MYS,2019,12.948
Mexico,MEX,1966,13.547
Mexico,MEX,1967,3.308
Mexico,MEX,1968,23.41
Mexico,MEX,1969,31.404
Mexico,MEX,1970,20.876
Mexico,MEX,1971,22.078
Mexico,MEX,1972,41.915
Mexico,MEX,1973,33.95
Mexico,MEX,1974,49.358
Mexico,MEX,1975,42.258
Mexico,MEX,1976,31.997
Mexico,MEX,1977,29.056
Mexico,MEX,1978,92.588
Mexico,MEX,1979,73.041
Mexico,MEX,1980,77.825
Mexico,MEX,1981,72.826
Mexico,MEX,1982,46.3
Mexico,MEX,1983,-5.351
Mexico,MEX,1984,39.492
Mexico,MEX,1985,38.689
Mexico,MEX,1986,-17.613
Mexico,MEX,1987,39.27
Mexico,MEX,1988,0.412
Mexico,MEX,1989,52.787
Mexico,MEX,1990,56.881
Mexico,MEX,1991,48.803
Mexico,MEX,1992,10.579
Mexico,MEX,1993,4.076
Mexico,MEX,1994,97.954
Mexico,MEX,1995,-55.077
Mexico,MEX,1996,35.977
Mexico,MEX,1997,32.305
Mexico,MEX,1998,73.012
Mexico,MEX,1999,-5.046
Mexico,MEX,2000,75.733
Mexico,MEX,2001,-7.344
Mexico,MEX,2002,59.632
Mexico,MEX,2003,23.795
Mexico,MEX,2004,79.112
Mexico,MEX,2005,100.411
Mexico,MEX,2006,54.386
Mexico,MEX,2007,17.81
Mexico,MEX,2008,12.77
Mexico,MEX,2009,16.025
Mexico,MEX,2010,41.822
Mexico,MEX,2011,88.944
Mexico,MEX,2012,24.208
Mexico,MEX,2013,9.289
Mexico,MEX,2014,-39.112
Mexico,MEX,2015,7.094
Mexico,MEX,2016,26.923
Mexico,MEX,2017,23.675
Mexico,MEX,2018,-34.042
Mexico,MEX,2019,-39.165
Morocco,MAR,1966,6.094
Morocco,MAR,1967,1.615
Morocco,MAR,1968,1.44
Morocco,MAR,1969,1.64
Morocco,MAR,1970,1.431
Morocco,MAR,1971,1.419
Morocco,MAR,1972,2.385
Morocco,MAR,1973,5.061
Morocco,MAR,1974,2.246
Morocco,MAR,1975,1.629
Morocco,MAR,1976,3.582
Morocco,MAR,1977,4.466
Morocco,MAR,1978,2.996
Morocco,MAR,1979,5.775
Morocco,MAR,1980,0.371
Morocco,MAR,1981,-0.373
Morocco,MAR,1982,3.136
Morocco,MAR,1983,1.891
Morocco,MAR,1984,1.173
Morocco,MAR,1985,1.744
Morocco,MAR,1986,1.768
Morocco,MAR,1987,1.492
Morocco,MAR,1988,3.594
Morocco,MAR,1989,6.707
Morocco,MAR,1990,1.722
Morocco,MAR,1991,1.03
Morocco,MAR,1992,10.75
Morocco,MAR,1993,2.527
Morocco,MAR,1994,8.515
Morocco,MAR,1995,-1.325
Morocco,MAR,1996,0.682
Morocco,MAR,1997,3.868
Morocco,MAR,1998,3.763
Morocco,MAR,1999,7.095
Morocco,MAR,2000,-0.901
Morocco,MAR,2001,8.617
Morocco,MAR,2002,3.27
Morocco,MAR,2003,-1.386
Morocco,MAR,2004,17.715
Morocco,MAR,2005,14.368
Morocco,MAR,2006,3.308
Morocco,MAR,2007,-1.576
Morocco,MAR,2008,16.812
Morocco,MAR,2009,-9.228
Morocco,MAR,2010,15.959
Morocco,MAR,2011,13.684
Morocco,MAR,2012,4.475
Morocco,MAR,2013,1.145
Morocco,MAR,2014,4.32
Morocco,MAR,2015,1.586
Morocco,MAR,2016,1.797
Morocco,MAR,2017,10.62
Morocco,MAR,2018,3.247
Morocco,MAR,2019,21.055
Netherlands,NLD,1966,29.417
Netherlands,NLD,1967,25.423
Netherlands,NLD,1968,55.514
Netherlands,NLD,1969,59.579
Netherlands,NLD,1970,74.861
Netherlands,NLD,1971,35.869
Netherlands,NLD,1972,112.591
Netherlands,NLD,1973,49.325
Netherlands,NLD,1974,-49.879
Netherlands,NLD,1975,4.16
Netherlands,NLD,1976,72.834
Netherlands,NLD,1977,-15.633
Netherlands,NLD,1978,15.775
Netherlands,NLD,1979,31.647
Netherlands,NLD,1980,-58.433
Netherlands,NLD,1981,-43.752
Netherlands,NLD,1982,-60.745
Netherlands,NLD,1983,4.633
Netherlands,NLD,1984,29.639
Netherlands,NLD,1985,23.583
Netherlands,NLD,1986,39.532
Netherlands,NLD,1987,19.194
Netherlands,NLD,1988,2.129
Netherlands,NLD,1989,2.78
Netherlands,NLD,1990,24.239
Netherlands,NLD,1991,17.413
Netherlands,NLD,1992,9.487
Netherlands,NLD,1993,7.077
Netherlands,NLD,1994,-10.664
Netherlands,NLD,1995,37.558
Netherlands,NLD,1996,40.457
Netherlands,NLD,1997,-13.906
Netherlands,NLD,1998,2.157
Netherlands,NLD,1999,-12.807
Netherlands,NLD,2000,11.361
Netherlands,NLD,2001,37.647
Netherlands,NLD,2002,-1.334
Netherlands,NLD,2003,6.952
Netherlands,NLD,2004,32.169
Netherlands,NLD,2005,16.335
Netherlands,NLD,2006,-23.267
Netherlands,NLD,2007,14.475
Netherlands,NLD,2008,-18.088
Netherlands,NLD,2009,-20.382
Netherlands,NLD,2010,64.407
Netherlands,NLD,2011,-52.973
Netherlands,NLD,2012,-35.474
Netherlands,NLD,2013,-27.523
Netherlands,NLD,2014,-58.901
Netherlands,NLD,2015,7.665
Netherlands,NLD,2016,15.999
Netherlands,NLD,2017,-20.135
Netherlands,NLD,2018,-7.426
Netherlands,NLD,2019,-14.665
New Zealand,NZL,1966,2.974
New Zealand,NZL,1967,0.202
New Zealand,NZL,1968,0.044
New Zealand,NZL,1969,1.916
New Zealand,NZL,1970,7.827
New Zealand,NZL,1971,-0.056
New Zealand,NZL,1972,4.86
New Zealand,NZL,1973,5.274
New Zealand,NZL,1974,-0.764
New Zealand,NZL,1975,-2.461
New Zealand,NZL,1976,7.531
New Zealand,NZL,1977,4.943
New Zealand,NZL,1978,-4.313
New Zealand,NZL,1979,-5.978
New Zealand,NZL,1980,-2.475
New Zealand,NZL,1981,-0.695
New Zealand,NZL,1982,8.264
New Zealand,NZL,1983,1.212
New Zealand,NZL,1984,5.51
New Zealand,NZL,1985,3.991
New Zealand,NZL,1986,5.605
New Zealand,NZL,1987,3.665
New Zealand,NZL,1988,3.688
New Zealand,NZL,1989,-17.284
New Zealand,NZL,1990,25.252
New Zealand,NZL,1991,4.139
New Zealand,NZL,1992,5.398
New Zealand,NZL,1993,-1.279
New Zealand,NZL,1994,4.113
New Zealand,NZL,1995,3.232
New Zealand,NZL,1996,7.097
New Zealand,NZL,1997,8.164
New Zealand,NZL,1998,-6.625
New Zealand,NZL,1999,8.102
New Zealand,NZL,2000,4.415
New Zealand,NZL,2001,6.858
New Zealand,NZL,2002,-0.311
New Zealand,NZL,2003,-2.665
New Zealand,NZL,2004,-3.019
New Zealand,NZL,2005,1.827
New Zealand,NZL,2006,1.022
New Zealand,NZL,2007,-1.475
New Zealand,NZL,2008,2.429
New Zealand,NZL,2009,-7.971
New Zealand,NZL,2010,1.147
New Zealand,NZL,2011,-1.163
New Zealand,NZL,2012,7.037
New Zealand,NZL,2013,0.468
New Zealand,NZL,2014,5.643
New Zealand,NZL,2015,0.46
New Zealand,NZL,2016,-1.493
New Zealand,NZL,2017,6.175
New Zealand,NZL,2018,-4.267
New Zealand,NZL,2019,6.467
North America,,1966,874.082
North America,,1967,515.913
North America,,1968,1061.575
North America,,1969,909.084
North America,,1970,706.103
North America,,1971,340.307
North America,,1972,1018.035
North America,,1973,839.909
North America,,1974,-615.258
North America,,1975,-623.922
North America,,1976,1170.423
North America,,1977,662.352
North America,,1978,-80.26
North America,,1979,423.068
North America,,1980,-655.951
North America,,1981,-635.769
North America,,1982,-1016.373
North America,,1983,-264.552
North America,,1984,1071.7
North America,,1985,-50.352
North America,,1986,-60.392
North America,,1987,771.037
North America,,1988,951.296
North America,,1989,498.849
North America,,1990,-175.022
North America,,1991,-144.778
North America,,1992,476.784
North America,,1993,427.457
North America,,1994,553.753
North America,,1995,296.018
North America,,1996,795.757
North America,,1997,393.602
North America,,1998,230.068
North America,,1999,354.171
North America,,2000,770.678
North America,,2001,-509.306
North America,,2002,324.469
North America,,2003,184.262
North America,,2004,538.572
North America,,2005,91.099
North America,,2006,-310.491
North America,,2007,514.013
North America,,2008,-815.459
North America,,2009,-1544.9
North America,,2010,937.7
North America,,2011,-245.563
North America,,2012,-578.047
North America,,2013,608.763
North America,,2014,230.838
North America,,2015,-288.525
North America,,2016,-244.418
North America,,2017,-41.95
North America,,2018,924.484
North America,,2019,-374.71
North Macedonia,MKD,1991,-1.268
North Macedonia,MKD,1992,0.79
North Macedonia,MKD,1993,1.007
North Macedonia,MKD,1994,-2.349
North Macedonia,MKD,1995,-0.104
North Macedonia,MKD,1996,4.484
North Macedonia,MKD,1997,-3.415
North Macedonia,MKD,1998,3.369
North Macedonia,MKD,1999,-2.325
North Macedonia,MKD,2000,-1.009
North Macedonia,MKD,2001,-0.203
North Macedonia,MKD,2002,-1.034
North Macedonia,MKD,2003,1.839
North Macedonia,MKD,2004,-0.684
North Macedonia,MKD,2005,0.968
North Macedonia,MKD,2006,0.12
North Macedonia,MKD,2007,1.59
North Macedonia,MKD,2008,-0.629
North Macedonia,MKD,2009,-1.665
North Macedonia,MKD,2010,-0.553
North Macedonia,MKD,2011,2.71
North Macedonia,MKD,2012,-1.342
North Macedonia,MKD,2013,-2.735
North Macedonia,MKD,2014,-1.31
North Macedonia,MKD,2015,-0.456
North Macedonia,MKD,2016,1.032
North Macedonia,MKD,2017,0.915
North Macedonia,MKD,2018,-1.798
North Macedonia,MKD,2019,3.593
Norway,NOR,1966,7.064
Norway,NOR,1967,2.813
Norway,NOR,1968,8.069
Norway,NOR,1969,8.78
Norway,NOR,1970,11.043
Norway,NOR,1971,-1.615
Norway,NOR,1972,5.353
Norway,NOR,1973,2.376
Norway,NOR,1974,-8.023
Norway,NOR,1975,2.68
Norway,NOR,1976,9.804
Norway,NOR,1977,0.865
Norway,NOR,1978,14.799
Norway,NOR,1979,2.727
Norway,NOR,1980,-4.271
Norway,NOR,1981,-5.997
Norway,NOR,1982,-3.704
Norway,NOR,1983,0.287
Norway,NOR,1984,4.817
Norway,NOR,1985,5.621
Norway,NOR,1986,7.611
Norway,NOR,1987,0.612
Norway,NOR,1988,-2.785
Norway,NOR,1989,1.866
Norway,NOR,1990,-3.494
Norway,NOR,1991,-6.034
Norway,NOR,1992,4.885
Norway,NOR,1993,7.74
Norway,NOR,1994,5.402
Norway,NOR,1995,0.019
Norway,NOR,1996,10.119
Norway,NOR,1997,6.654
Norway,NOR,1998,1.993
Norway,NOR,1999,-3.519
Norway,NOR,2000,-3.519
Norway,NOR,2001,9.96
Norway,NOR,2002,-2.575
Norway,NOR,2003,6.801
Norway,NOR,2004,1.152
Norway,NOR,2005,-5.857
Norway,NOR,2006,0.837
Norway,NOR,2007,-1.308
Norway,NOR,2008,-0.253
Norway,NOR,2009,-2.437
Norway,NOR,2010,7.077
Norway,NOR,2011,-3.126
Norway,NOR,2012,-1.687
Norway,NOR,2013,1.433
Norway,NOR,2014,-3.316
Norway,NOR,2015,3.159
Norway,NOR,2016,-6.437
Norway,NOR,2017,1.479
Norway,NOR,2018,3.489
Norway,NOR,2019,-7.011
Oman,OMN,1966,0.228
Oman,OMN,1967,0.24
Oman,OMN,1968,0.263
Oman,OMN,1969,0.251
Oman,OMN,1970,0.288
Oman,OMN,1971,8.91
Oman,OMN,1972,2.206
Oman,OMN,1973,-2.301
Oman,OMN,1974,-1.248
Oman,OMN,1975,-1.223
Oman,OMN,1976,1.952
Oman,OMN,1977,-0.544
Oman,OMN,1978,2.33
Oman,OMN,1979,2.531
Oman,OMN,1980,-2.115
Oman,OMN,1981,0.97
Oman,OMN,1982,5.854
Oman,OMN,1983,-1.532
Oman,OMN,1984,10.144
Oman,OMN,1985,1.077
Oman,OMN,1986,-2.111
Oman,OMN,1987,3.976
Oman,OMN,1988,-1.046
Oman,OMN,1989,4.631
Oman,OMN,1990,9.844
Oman,OMN,1991,16.004
Oman,OMN,1992,-2.377
Oman,OMN,1993,-2.653
Oman,OMN,1994,-2.997
Oman,OMN,1995,9.059
Oman,OMN,1996,1.884
Oman,OMN,1997,1.929
Oman,OMN,1998,1.934
Oman,OMN,1999,10.834
Oman,OMN,2000,32.045
Oman,OMN,2001,11.959
Oman,OMN,2002,11.16
Oman,OMN,2003,4.934
Oman,OMN,2004,-10.137
